date,link,title,content,author,label,category,label_binary
07/07/2568 9:30:12,https://www.antifakenewscenter.com/?p=73952,OR เสนอขายหุ้น IPO ผ่านเพจ Amz Premium Quality Coffee,"การลงทุนมีความเสี่ยง อาจเจอมิจฉาชีพหลอกซ้ำ บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) กระทรวงพลังงาน ได้ออกมาเปิดเผยว่า ไม่ได้มีส่วนเกี่ยวข้องกับการดำเนินการดังกล่าว รวมถึงไม่มีนโยบายเสนอขายหุ้น และไม่ได้มีส่วนเกี่ยวข้องกับการจัดทำการประชาสัมพันธ์เพื่อเชิญชวนให้ลงทุนในลักษณะนี้แต่อย่างใด การกระทำดังกล่าวเป็นการกระทำของมิจฉาชีพ
 
 
 
 
 
 
 
 ทั้งนี้ ขอให้ประชาชนใช้วิจารณญาณในการรับข้อมูลข่าวสาร และใช้ความระมัดระวังในการลงทุนผ่านช่องทางต่าง ๆ สำหรับผู้สนใจข้อมูลเกี่ยวกับ OR เพื่อประกอบการพิจารณาลงทุนสามารถศึกษาข้อมูลเพิ่มเติมได้จากลิงก์ https://investor.pttor.com/th/home
 
 
 
 ลงทุนออนไลน์ไม่ระวัง เสี่ยงเงินหาย ข้อมูลส่วนตัวรั่วไหล",บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) กระทรวงพลังงาน,ข่าวปลอม,การเงิน-หุ้น,fake
07/07/2568 8:00:17,https://www.antifakenewscenter.com/?p=73925,แจ้งผู้ว่าฯ 7 จังหวัด ชายแดนไทย-กัมพูชา เตรียมแผนอพยพประชาชน,"ข่าวปลอม อย่าเชื่อ กรมการปกครองได้ตรวจสอบข้อมูลดังกล่าวแล้ว พบว่า เป็นข้อมูลเท็จ ทางกรมการปกครองไม่ได้มีการออกหนังสือราชการดังกล่าวแต่อย่างใด ขอประชาชนอย่าตื่นตระหนก และงดส่งต่อข่าวลวงป้องกันความเข้าใจผิด ทั้งนี้ ควรติดตามข้อมูลข่าวสารจากหน่วยงานทางการเพื่อรับข้อมูลที่ถูกต้อง
 
 
 
 
 
 
 
 อย่าตื่นตระหนกกับข่าวลวง",กรมการปกครอง กระทรวงมหาดไทย,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
07/07/2568 4:30:18,https://www.antifakenewscenter.com/?p=73913,ระนอง พังงา ภูเก็ต กระบี่ เฝ้าระวังสึนามิ และแผ่นดินไหวรุนแรง ที่ภูเขาไฟใต้น้ำ,"อย่าเชื่อข่าวปลอม กรมอุตุนิยมวิทยาตรวจสอบในช่วง 10 วันที่ผ่านมา (นับจากวันที่ 3 กรกฎาคม 2025) ไม่พบรายงานการปะทุของภูเขาไฟบนเกาะนิโคบาร์ (Nicobar Islands) หรือบริเวณหมู่เกาะอันดามัน และจากแหล่งข้อมูลภูเขาไฟสำคัญ เช่น Global Volcanism Program ก็ไม่พบบันทึกเหตุการณ์ระดับเชิงลึกหรือแผนที่ความร้อนใหม่ใด ๆ ในช่วงนี้
 
 
 
 
 
 
 
 อย่างไรก็ตาม กองเฝ้าระวังแผ่นดินไหวรวมถึงหน่วยงานอื่น ๆ ที่เกี่ยวข้องยังเฝ้าระวังแผ่นดินไหวและสึนามิอยู่ตลอดเวลาและได้มีการทำงานร่วมกันอย่างเป็นระบบ
 
 
 
 ข่าวปลอมภัยพิบัติอย่าแชร์",กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,ข่าวปลอม,ภัยพิบัติ,fake
07/07/2568 3:30:31,https://www.antifakenewscenter.com/?p=73909,ตัวเงินตัวทองเพาะพันธุ์ได้ ต้องได้รับอนุญาตจากกรมอุทยานแห่งชาติฯ,"กรมอุทยานแห่งชาติสัตว์ป่า และพันธุ์พืช เปิดเผยว่า จากกรณีที่ตัวเงินตัวทอง (Varanus salvator) ได้รับการประกาศในราชกิจจานุเบกษาให้เป็นสัตว์ป่าคุ้มครองที่สามารถเพาะพันธุ์ได้ อย่างเป็นทางการเมื่อปลายปีที่ผ่านมา ซึ่งการเปลี่ยนแปลงสถานะดังกล่าว ไม่ได้หมายความว่า ประชาชนทั่วไปจะสามารถจับตัวเงินตัวทองจากธรรมชาติมาเลี้ยง หรือเพาะพันธุ์ได้ทันทีโดยไม่มีข้อกำหนด
 
 
 
 การเพาะพันธุ์ตัวเงินตัวทองเพื่อการค้าหรือเพื่อวัตถุประสงค์ใด ๆ ก็ตาม จำเป็นต้องได้รับอนุญาตจากกรมอุทยานแห่งชาติ สัตว์ป่า และพันธุ์พืช เท่านั้น โดยผู้ที่สามารถดำเนินการได้คือ ผู้ประกอบการที่ได้รับอนุญาตเพาะเลี้ยงสัตว์ป่า ตามกฎหมาย ซึ่งจะต้องปฏิบัติตามระเบียบและหลักเกณฑ์ที่กรมฯ กำหนดไว้อย่างเคร่งครัด เงื่อนไขสำหรับผู้ที่ประสงค์จะขออนุญาตเพาะพันธุ์มีดังนี้
 
 
 
 - ผู้ขออนุญาตเพาะพันธุ์ต้องเป็นผู้ได้รับใบอนุญาตเพาะพันธุ์สัตว์ป่าคุ้มครอง
 
 - มีกรรมสิทธิ์ในที่ดินที่จะทำการเพาะเลี้ยงหรือได้รับการยินยอมจากเจ้าของกรรมสิทธิ์ในที่ดินนั้น
 
 - ไม่มีประวัติเคยต้องโทษคดีเกี่ยวกับ พ.ร.บ.สงวนและคุ้มครองสัตว์ป่า พ.ศ.2562
 
 
 
 
 
 
 
 ในส่วนของพ่อแม่พันธุ์ ไม่สามารถจับได้เองจากธรรมชาติ เนื่องจากตัวเงินตัวทองยังมีสถานะเป็นสัตว์ป่าคุ้มครองตาม พ.ร.บ.สงวนและคุ้มครองสัตว์ป่า พ.ศ. 2562 จำเป็นต้องซื้อจากสถานีเพาะเลี้ยงสัตว์ป่าเท่านั้น และหลังจากมีผู้ได้รับอนุญาตเพาะพันธุ์และมีสัตว์ที่ได้จากการเพาะพันธุ์แล้ว ผู้ขออนุญาตจึงจะสามารถซื้อจากสถานที่เพาะพันธุ์ที่ได้รับอนุญาตนั้นได้",กรมอุทยานแห่งชาติ สัตว์ป่า และพันธุ์พืช กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
06/07/2568 9:30:59,https://www.antifakenewscenter.com/?p=73898,ธ.กรุงไทย ปล่อยสินเชื่อ ผ่าน TikTok ชื่อ .ktb51,"โปรดระวัง! หากเจอโฆษณาปล่อยสินเชื่อในสื่อออนไลน์ คุณอาจเสียทั้งเงิน และข้อมูลสำคัญได้ เนื่องจากธนาคารกรุงไทย กระทรวงการคลัง ได้เปิดเผยถึงเรื่องนี้ว่า บัญชี TikTok ชื่อ .ktb51 ไม่ใช่บัญชีทางการของธนาคารกรุงไทย ทั้งยังมีการแอบอ้างนำโลโก้ของธนาคารกรุงไทยไปใช้โดยไม่ได้รับอนุญาต และธนาคารไม่มีนโยบายปล่อยสินเชื่อผ่านบัญชี TikTok ใด ๆ ทั้งสิ้น หากต้องการสอบถามข้อมูลเพิ่มเติมสามารถติดต่อได้ที่ 02-111-1111 ตลอด 24 ชั่วโมง
 
 
 
 
 
 
 
 สมัครสินเชื่อออนไลน์ เท่ากับให้ข้อมูลมิจฉาชีพ",ธนาคารกรุงไทย กระทรวงการคลัง,ข่าวปลอม,การเงิน-หุ้น,fake
06/07/2568 9:00:41,https://www.antifakenewscenter.com/?p=73894,รัฐบาลใช้ฝนเทียม เพื่อสลายการชุมนุม,"ตรวจสอบแหล่งข่าวก่อนแชร์ ประเด็นเรื่องรัฐบาลใช้ฝนเทียม เพื่อสลายการชุมนุม กรมฝนหลวงและการบินเกษตรขอชี้แจงว่า มีการปฏิบัติการฝนหลวง ในวันเสาร์ที่ 28 มิถุนายน 2568 จำนวน 1 หน่วยปฏิบัติการ ได้แก่ หน่วยปฏิบัติการฝนหลวงจังหวัดลพบุรี และมีฝนตกบริเวณพื้นที่การเกษตรจังหวัดลพบุรี (อำเภอโคกเจริญ) จังหวัดนครสวรรค์ (อำเภอไพศาลี อำเภอท่าตะโก) จังหวัดเพชรบูรณ์ (อำเภอวิเชียรบุรี) ซึ่งการปฏิบัติการฝนหลวงไม่มีผลกระทบกับพื้นที่กรุงเทพมหานครแต่อย่างใด
 
 
 
 
 
 
 
 อย่าตกเป็นเครื่องมือข่าวปลอม",กรมฝนหลวงและการบินเกษตร กระทรวงเกษตรและสหกรณ์,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
06/07/2568 8:00:20,https://www.antifakenewscenter.com/?p=73889,เพจ จ๊อบแมทช์ - JobMatch สร้างอาชีพ รับสมัครพนักงานแพ็กสินค้า โดยกรมการจัดหางาน,"จากที่มีการเปิดรับสมัครงานออนไลน์ตามสื่ออินเทอร์เน็ต ทางกรมการจัดหางาน กระทรวงแรงงาน ได้มีการเปิดเผยข้อมูลว่า เพจดังกล่าวเป็นเพจปลอม ไม่ได้มาจากส่วนราชการของกรมการจัดหางานทั้งส่วนกลางและส่วนภูมิภาค ทั้งยังมีการแอบอ้างใช้โลโก้และชื่อกรมการจัดหางานไว้ที่หน้าเพจเฟซบุ๊กโดยไม่ได้รับอนุญาต
 
 
 
 
 
 
 
 หากพบเห็นเพจดังกล่าวโปรดอย่าหลงเชื่อ เพราะอาจมีการขอข้อมูลส่วนตัวเพื่อนำไปใช้ในทางมิชอบ หรืออาจถูกหลอกลวงจนเกิดความเสียหาย
 
 
 
 ทั้งนี้ สามารถติดตามข่าวสารของกรมการจัดหางานได้ที่เว็บไซต์กรมการจัดหางาน doe.go.th และผู้ที่ต้องการมีงานทำ สามารถใช้บริการผ่านเว็บไซต์ ไทยมีงานทำ.doe.go.th หรือทาง Mobile Application ""ไทยมีงานทำ""
 
 
 
 ระวัง! สมัครทำงานออนไลน์ อาจโดนล้วงข้อมูลส่วนตัว",กรมการจัดหางาน กระทรวงแรงงาน,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
06/07/2568 7:00:17,https://www.antifakenewscenter.com/?p=73885,เพิ่มเงินชดเชยการว่างงานจากการถูกเลิกจ้าง ร้อยละ 60 ของค่าจ้างรายวัน,"สำนักงานประกันสังคม กำหนดหลักเกณฑ์และอัตราการได้รับประโยชน์ทดแทน กรณีว่างงาน (ฉบับที่ 2) พ.ศ.2568 ที่ปรับเพิ่มให้ผู้ประกันตนมาตรา 33 กรณีถูกเลิกจ้าง จะได้รับเงินทดแทนกรณีว่างงานในอัตราร้อยละ 60 ของค่าจ้างรายวัน และได้รับครั้งละไม่เกิน 180 วัน จากเดิมได้รับในอัตราร้อยละ 50 มีผลบังคับใช้ตั้งแต่วันที่ 28 มิถุนายน 2568 เป็นต้นไป
 
 
 
 
 
 
 
 ซึ่งการรับประโยชน์ทดแทนในกรณีว่างงานของผู้ประกันตนมีหลักเกณฑ์และเงื่อนไข คือ จะต้องจ่ายเงินสมทบมาแล้ว 6 เดือนภายในระยะเวลา 15 เดือน ก่อนการว่างงานโดยมีระยะเวลาการว่างงานตั้งแต่ 8 วันขึ้นไป พร้อมทั้งต้องขึ้นทะเบียนผู้ว่างงานผ่านเว็บไซต์ของกรมการจัดหางาน https://unemploy.doe.go.th และรายงานตัวผ่านเว็บไซต์ดังกล่าวไม่น้อยกว่า เดือนละ 1 ครั้ง ทั้งนี้ สามารถสอบถามข้อมูลเพิ่มเติมได้ที่สายด่วน 1506 ให้บริการทุกวันตลอด 24 ชั่วโมง",สำนักงานประกันสังคม กระทรวงแรงงาน,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
06/07/2568 4:30:11,https://www.antifakenewscenter.com/?p=73877,ปปง. คืนเงินให้ผู้เสียหายจากแก๊งคอลเซ็นเตอร์ ติดต่อผ่านเพจ Stop the investigation,"อย่าหลงเชื่อ! เมื่อมีโพสต์ให้ติดต่อขอรับเงินคืน ผ่านเพจเฟซบุ๊ก Stop the investigation ซึ่งทางสำนักงานป้องกันและปราบปรามการฟอกเงิน ได้เปิดเผยว่า เพจดังกล่าวไม่ใช่เพจของสำนักงาน ปปง. และสำนักงาน ปปง. ไม่เคยเปิดเพจเฟซบุ๊กอื่นเพื่อรับคำร้องหรือช่วยเหลือผู้เสียหายทั้งสิ้น
 
 
 
 
 
 
 
 ทั้งนี้ สำนักงาน ปปง. มีเพจเฟซบุ๊กเพจเดียวชื่อ สำนักงานป้องกันและปราบปรามการฟอกเงิน – ปปง. และมีเครื่องหมายติ๊กถูกสีฟ้าหลังชื่อเพจ (ลิงก์: https://www.facebook.com/AMLOTHAILAND/) เท่านั้น ขอประชาชนอย่าหลงเชื่อเพจปลอม หรือกดลิงก์มั่ว ๆ โดยเด็ดขาด
 
 
 
 เพจปลอมมีเกลื่อนอย่ากดไลก์ เพจจริงต้องมีเครื่องหมายติ๊กถูกสีฟ้า!",สำนักงานป้องกันและปราบปรามการฟอกเงิน,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
06/07/2568 3:30:21,https://www.antifakenewscenter.com/?p=73873,"OR เสนอขายหุ้นประชาชนทั่วไป เริ่มต้น 1,000 บาท ปันผลสูงสุด 990 บาทต่อวัน","เตือนภัยในยุคดิจิทัล บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) แจ้งว่า เพจ Trading Amazon เป็นบัญชีปลอมที่แอบอ้างใช้ตราสัญลักษณ์และผลิตภัณฑ์ของ Café Amazon ที่เป็นธุรกิจของ OR ไปโฆษณาเชิญชวนลงทุน OR ขอชี้แจงว่า ไม่มีนโยบายเสนอขายหุ้นดังกล่าว และไม่ได้มีส่วนเกี่ยวข้องกับเพจนี้แต่อย่างใด ขอให้ประชาชนอย่าหลงเชื่อ และใช้ความระมัดระวังในการลงทุนผ่านช่องทางต่าง ๆ
 
 
 
 
 
 
 
 สำหรับผู้สนใจข้อมูลเกี่ยวกับ OR เพื่อประกอบการพิจารณาลงทุนสามารถศึกษาข้อมูลเพิ่มเติมได้จากลิงก์ https://investor.pttor.com/th/home
 
 
 
 อย่าตกเป็นเครื่องมือข่าวปลอม",บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) กระทรวงพลังงาน,ข่าวปลอม,การเงิน-หุ้น,fake
05/07/2568 9:30:59,https://www.antifakenewscenter.com/?p=73775,ป.ป.ท. เปิดให้ส่งหลักฐานขอรับเงินคืนจากการถูกหลอกออนไลน์ ที่เพจเฟซบุ๊ก Technology Crime Th,"ชี้ให้ชัด ถึงกรณีข้างต้น ทางสำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ (ป.ป.ท.) ได้ออกมาเปิดเผยว่า เฟซบุ๊กดังกล่าวแอบอ้างใช้ภาพตราสัญลักษณ์ของสำนักงาน ป.ป.ท. เป็นภาพโปรไฟล์เพื่อเพิ่มความน่าเชื่อถือ และแอบอ้างว่า เป็นช่องทางส่งหลักฐานข้อมูลและติดต่อขอรับเงินคืนจากมิจฉาชีพ 
 
 
 
 
 
 
 
 ทั้งนี้ สำนักงาน ป.ป.ท. ยืนยัน เฟซบุ๊กดังกล่าว ไม่ได้อยู่ในความดูแลรับผิดชอบของเครือข่ายและหน่วยงานในสังกัดสำนักงาน ป.ป.ท. ใด ๆ ทั้งสิ้น นอกจากนี้ ป.ป.ท. ไม่มีภารกิจหรือหน้าที่อำนาจในการดำเนินการสำหรับให้ประชาชนมาติดต่อขอเงินคืนดังกล่าว
 
 
 
 AFNC เช็กแล้ว ข่าวนี้ปลอม!",สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ (ป.ป.ท.),ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
05/07/2568 9:00:28,https://www.antifakenewscenter.com/?p=73862,ประกันสังคม เพิ่มสิทธิยุติการตั้งครรภ์,"เพิ่มสิทธิให้ผู้ประกันตนสำหรับผู้หญิงที่ท้องไม่พร้อม และต้องการยุติการตั้งครรภ์อย่างปลอดภัย สามารถเข้ารับบริการทางการแพทย์ที่สถานพยาบาลตามสิทธิได้โดยไม่เสียค่าใช้จ่าย ซึ่งถือเป็นสิทธิประโยชน์ กรณีเจ็บป่วยที่ผู้ประกันตนสามารถเข้ารับบริการยุติการตั้งครรภ์ได้ตามหลักเกณฑ์ข้อบังคับของแพทยสภา ว่าด้วยหลักเกณฑ์เกี่ยวกับการยุติการตั้งครรภ์ทางการแพทย์ของผู้ประกอบวิชาชีพเวชกรรมตามมาตรา 305 แห่งประมวลกฎหมายอาญา พ.ศ. 2564 โดยผู้ประกันตนสามารถใช้สิทธิการรักษาพยาบาลในสถานพยาบาลตามสิทธิได้
 
 
 
 
 
 
 
 หากสถานพยาบาลตามสิทธิจำเป็นต้องส่งต่อไปยังสถานพยาบาลอื่น ทั้งที่เป็นสถานพยาบาลศักยภาพสูง หรือสถานพยาบาลที่ขึ้นทะเบียนกับกรมอนามัย ให้ค่าใช้จ่ายอยู่ในความรับผิดชอบของสถานพยาบาลตามสิทธิ
 
 
 
 หากมีข้อสงสัยสามารถติดต่อสอบถามสายด่วน 1506 บริการตลอด 24 ชั่วโมง",สำนักงานประกันสังคม กระทรวงแรงงาน,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
05/07/2568 8:00:44,https://www.antifakenewscenter.com/?p=73858,เกิดแผ่นดินไหวล้อมไทย ภาคเหนือ-อีสาน-ใต้ ต้องเฝ้าระวัง,"กรมอุตุนิยมวิทยาขอชี้แจง จากเนื้อหาที่กล่าวว่า เกิดแผ่นดินไหว ช็อกรหัสแดง ล้อมไทย เหนือ-อีสาน-ใต้ ได้ข้อสรุปว่า เป็นข่าวปลอม เนื่องจากเป็นเพียงการนำข้อมูลของกองเฝ้าระวังแผ่นดินไหวมารายงานซ้ำอีกครั้ง และจากการตรวจสอบข้อมูลพบว่า ข้อมูลวันเวลา ไม่สอดคล้องกัน
 
 
 
 
 
 
 
 ทั้งนี้ กองเฝ้าระวังแผ่นดินไหวได้ทำการอัปเดต รายงานข้อมูลแผ่นดินไหวอยู่ตลอดเวลา โดยสามารถติดตามได้ที่เว็บไซต์กองเฝ้าระวังแผ่นดินไหว https://earthquake.tmd.go.th ตลอด 24 ชม.
 
 
 
 ข่าวภัยพิบัติไม่ชัวร์ อย่าเพิ่งแชร์",กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,ข่าวปลอม,ภัยพิบัติ,fake
05/07/2568 7:00:12,https://www.antifakenewscenter.com/?p=73850,ขยายระยะเวลาเข้าร่วมโครงการ คุณสู้ เราช่วย ถึง 30 ก.ย. 68,"สำนักงานสภาพัฒนาการเศรษฐกิจและสังคมแห่งชาติ และธนาคารแห่งประเทศไทย (ธปท.) ร่วมกับสถาบันการเงิน ได้ออกมาตรการชั่วคราวภายใต้ชื่อโครงการ ""คุณสู้ เราช่วย"" เพื่อให้ความช่วยเหลือลูกหนี้รายย่อยและ SMEs เฉพาะกลุ่มของธนาคารพาณิชย์ ผู้ประกอบธุรกิจ Non-bank ที่เป็นบริษัทในกลุ่มธุรกิจทางการเงินของธนาคารพาณิชย์ และสถาบันการเงินเฉพาะกิจ เมื่อเดือนธันวาคม 2567
 
 
 
 
 
 
 
 ธปท. จึงขยายระยะเวลาการสมัครเข้าโครงการฯ คุณสู้เราช่วย ถึงวันที่ 30 กันยายน 2568 จากเดิมที่สิ้นสุดวันที่ 30 มิถุนายน 2568 เพื่อเพิ่มโอกาสที่ลูกหนี้จะได้รับความช่วยเหลือและสามารถกลับมาชำระหนี้ได้ตามปกติในระยะข้างหน้าเมื่อรายได้ฟื้นตัว",ธนาคารแห่งประเทศไทย,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
05/07/2568 6:32:18,https://www.antifakenewscenter.com/?p=73846,การไฟฟ้าส่วนภูมิภาค เปิดไลน์ใหม่ให้บริการประชาชน,"ก่อนจะดำเนินการใด ๆ ผ่านไลน์กับหน่วยงานต่าง ๆ อย่าลืมตรวจสอบบัญชีให้ละเอียด โดยการไฟฟ้าส่วนภูมิภาค ได้ออกมาชี้แจงถึงเรื่องข้างต้นว่า บัญชีไลน์ดังกล่าวเป็นบัญชีปลอม และ กฟภ. ไม่มีนโยบายให้ลงทะเบียนรับสิทธิ์ต่าง ๆ หรือติดต่อกับ กฟภ. ผ่านทางไลน์ตามภาพข่าว จึงขอเตือนให้ผู้ใช้ไฟฟ้าอย่าหลงเชื่อ หรือให้ข้อมูลส่วนตัวแก่บุคคลหรือผู้แอบอ้างให้แอดไลน์ เพราะอาจถูกนำข้อมูลไปใช้ในทางที่มิชอบได้
 
 
 
 
 
 
 
 ทั้งนี้ การไฟฟ้าส่วนภูมิภาค มีบัญชีไลน์ทางการเพียงบัญชีเดียวเท่านั้น คือ @PEAThailand ที่มีโล่สีเขียว เท่านั้น และหากมีข้อสงสัยสามารถติดต่อสอบถามได้ที่ PEA Contact Center โทร 1129 หรือที่สำนักงานการไฟฟ้าส่วนภูมิภาคในพื้นที่
 
 
 
 เจอลิงก์แปลกยั้งมือไว้ อย่ารีบกด",การไฟฟ้าส่วนภูมิภาค กระทรวงมหาดไทย,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
05/07/2568 4:30:50,https://www.antifakenewscenter.com/?p=73842,กรมการจัดหางาน เปิดรับสมัครงานทำที่บ้าน รายได้ 300–500 บาทต่อวัน ผ่านเพจ ไทยหางาน,"เพจปลอมอย่าหลงเชื่อ กรมการจัดหางานตรวจสอบเพจดังกล่าวแล้ว พบว่า ไม่ได้มาจากส่วนราชการของกรมการจัดหางานทั้งส่วนกลางและส่วนภูมิภาค มีการแอบอ้างใช้โลโก้กรมการจัดหางานไว้ที่หน้าเพจโดยไม่ได้รับอนุญาต หากพบเห็นเพจดังกล่าว โปรดอย่าหลงเชื่อ เพราะอาจมีการขอข้อมูลส่วนตัวเพื่อนําไปใช้ในทางมิชอบ หรืออาจถูกหลอกลวงจนเกิดความเสียหาย
 
 
 
 
 
 
 
 ทั้งนี้สามารถติดตามข่าวสารของกรมการจัดหางานได้ที่เว็บไซต์กรมการจัดหางาน doe.go.th และผู้ที่ต้องการมีงานทํา สามารถใช้บริการผ่านเว็บไซต์ไทยมีงานทํา.doe.go.th หรือทาง Mobile Application ""ไทยมีงานทํา""
 
 
 
 ก่อนสมัครงานอย่าลืมตรวจสอบข้อมูลบริษัทให้ชัดเจน",กรมการจัดหางาน กระทรวงแรงงาน,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
04/07/2568 9:30:16,https://www.antifakenewscenter.com/?p=73835,"OR เปิดให้ร่วมลงทุนหุ้นธุรกิจค้าปลีก เริ่มต้น 1,000 ปันผล 450 บาท/วัน","อย่าเชื่อโฆษณาหลอกลงทุน บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) พบการโฆษณาเชิญชวนลงทุนหุ้น OR จึงขอชี้แจงว่า เพจดังกล่าวได้มีการใช้ตราสัญลักษณ์ Café Amazon ซึ่งเป็นธุรกิจของ OR โดยที่ OR ไม่ได้มีส่วนเกี่ยวข้องแต่อย่างใด ขอให้ประชาชนใช้ความระมัดระวังในการลงทุนผ่านช่องทางต่าง ๆ
 
 
 
 
 
 
 
 สำหรับผู้สนใจข้อมูลเกี่ยวกับ OR เพื่อประกอบการพิจารณาลงทุนสามารถศึกษาข้อมูลเพิ่มเติมได้จากลิงก์ https://investor.pttor.com/th/home
 
 
 
 อย่าให้ข้อมูลส่วนตัวกับเพจที่ไม่น่าเชื่อถือ",บริษัท ปตท. น้ำมันและการค้าปลีก จำกัด (มหาชน) กระทรวงพลังงาน,ข่าวปลอม,การเงิน-หุ้น,fake
04/07/2568 9:00:37,https://www.antifakenewscenter.com/?p=73803,เด็กไทยอ้วนเป็นอันดับ 3 ของอาเซียน,"ปัจจุบันเด็กไทยอ้วนเป็นอันดับ 3 ของอาเซียน รองจากประเทศมาเลเซียและประเทศบรูไน เพราะฉะนั้นเรื่องนี้เกี่ยวข้องกับเรื่องอาหารการกิน เรื่องของพฤติกรรมสุขภาพ โดยเฉพาะเรื่องพฤติกรรมเนือยนิ่ง ซึ่งค่าเฉลี่ยในการสำรวจพบว่า เด็กมีพฤติกรรมเนือยนิ่ง 14 ชั่วโมงต่อวัน
 
 
 
 
 
 
 
 ทั้งนี้ ที่ผ่านมากรมอนามัยได้บูรณาการความร่วมมือกับภาคีเครือข่ายภายใต้กรอบความร่วมมือการพัฒนาศักยภาพเด็กไทยในศตวรรษที่ 21 ด้วยการยกระดับการพัฒนาองค์ความรู้และนวัตกรรมการส่งเสริมสุขภาพเด็กวัยเรียนวัยรุ่น เน้นการสร้างความรอบรู้ด้านสุขภาพสามารถดูแลสุขภาพตนเอง และการสร้างพฤติกรรมสุขภาพที่พึงประสงค์ ฉะนั้นถือเป็นกลไกหลักสำคัญในการขับเคลื่อนในการส่งเสริมสุขภาพเด็กวัยเรียนวัยรุ่นไทยให้มีสุขภาพดีทุกมิติ",กองส่งเสริมความรอบรู้และสื่อสารสุขภาพ กรมอนามัย กระทรวงสาธารณสุข,ข่าวจริง,ผลิตภัณฑ์สุขภาพ,true
04/07/2568 7:00:19,https://www.antifakenewscenter.com/?p=73815,เกิดแผ่นดินไหวขนาด 5.1 แมกนิจูด ลึก 10 กม. ในแนววงแหวนแห่งไฟบริเวณทะเลอันดามัน,"ข่าวเท็จไม่มีมูล กรมอุตุนิยมวิทยาแจ้งข้อมูลว่า ทะเลอันดามันไม่ใช่แนววงแหวนแห่งไฟ เพราะฉะนั้น ข้อความที่ผู้ใช้เฟซบุ๊กส่งต่อกันบนโลกออนไลน์ จึงไม่เป็นความจริง แม้จะมีการบอกถึงขนาดและความลึก แต่ไม่ได้อ้างอิงถึงแหล่งข้อมูลที่น่าเชื่อถือ
 
 
 
 
 
 
 
 หากประชาชนมีสงสัยหรือต้องการข้อมูลเพิ่มเติม สามารถสอบถามได้ที่เว็บไซต์กองเฝ้าระวังแผ่นดินไหว ตลอด 24 ชม.หรือโทร สายด่วน 1182
 
 
 
 ข่าวลวงสร้างความตระหนก เช็กให้ดีก่อนแชร์",กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,ข่าวปลอม,ภัยพิบัติ,fake
