date,content,author,label,category,label_binary
2568-06-14 00:00:00,"คุมเข้มต่างด้าวผิดกฎหมาย เดินหน้ามาตรการเชิงรุก แก้ปัญหาขอทาน กระทรวง พม. โดยกรมพัฒนาสังคมและสวัสดิการ ร่วมกับสำนักงานตำรวจแห่งชาติ หารือแนวทางการดำเนินการควบคุมและแก้ไขปัญหาการขอทานให้มีประสิทธิภาพ และเป็นไปตามเจตนารมณ์ของพระราชบัญญัติควบคุมการขอทาน พ.ศ. 2559 โดยในการประชุม ได้มีการนำเสนอข้อมูลสถานการณ์การขอทานย้อนหลัง 10 ปี พบว่ากว่าร้อยละ 25.67 เป็นผู้ที่เคยกระทำการขอทานซ้ำ จังหวัดที่พบการขอทานมากที่สุด ได้แก่ กรุงเทพมหานคร สมุทรปราการ ชลบุรี ปทุมธานี และนครราชสีมา ตามลำดับ ผลการหารือร่วมกันระหว่างสองหน่วยงาน มีแนวทางความร่วมมือที่สำคัญ ดังนี้

สำนักงานตำรวจแห่งชาติ
– เสนอแนวทางส่งเสริมการแจ้งเบาะแส โดยมอบเงินรางวัลแก่ประชาชนที่แจ้งข้อมูลเกี่ยวกับผู้ทำการขอทานต่างด้าว เพื่อเพิ่มประสิทธิภาพในการป้องกันและลดปัญหาการหลั่งไหลของคนขอทานที่เข้าเมืองผิดกฎหมาย
– กำชับเจ้าหน้าที่ตำรวจทั่วประเทศ ให้ดำเนินการบังคับใช้กฎหมายควบคุมการขอทานอย่างเคร่งครัด

กรมพัฒนาสังคมและสวัสดิการ
– จัดส่งฐานข้อมูลผู้กระทำการขอทานให้แก่สำนักงานตำรวจแห่งชาติ เพื่อใช้ในการติดตาม ตรวจสอบ และป้องกันอย่างเป็นระบบ
– จัดทำประกาศมอบอำนาจและกำหนดหลักเกณฑ์การเปรียบเทียบความผิดตามพระราชบัญญัติควบคุมการขอทาน พ.ศ. 2559
– หารือร่วมกับสำนักงานศาลยุติธรรมเกี่ยวกับแนวทางการบังคับใช้กฎหมายอย่างมีประสิทธิภาพและเหมาะสม",สำนักงานปลัดกระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์ กระทรวงการพัฒนาสังคมและความมั่นคงของมนุษย์,ข่าวจริง,ข่าวจริง,true
2568-06-14 00:00:00,รัฐบาลไทยเตรียมกู้เงินจากประเทศเวียดนาม ตรวจสอบให้แน่ใจก่อนส่งต่อข้อมูล ตามที่ปรากฏรายงานในสื่อสังคมออนไลน์ว่า รัฐบาลไทยมีแผนจะกู้เงินจากประเทศเวียดนามนั้น กระทรวงการคลัง ขอชี้แจงว่า ข้อมูลดังกล่าวไม่เป็นความจริง และเป็นเพียงการแสดงความคิดเห็นที่ปราศจากแหล่งข้อมูลที่ถูกต้องหรือข้อเท็จจริงที่สามารถตรวจสอบได้  กระทรวงการคลังขอยืนยันอีกครั้งว่า ไม่มีการกู้เงินจากประเทศเวียดนามตามที่ปรากฏเป็นข่าว และยังคงยึดมั่นในการดำเนินนโยบายการคลังอย่างรอบคอบ โปร่งใส และมีความรับผิดชอบ เพื่อสนับสนุนการลงทุนที่ขับเคลื่อนการพัฒนาเศรษฐกิจและสังคมอย่างยั่งยืน ภายใต้กรอบวินัยทางการเงินทางการคลังอย่างเคร่งครัด อีกทั้งยังได้บริหารจัดการหนี้สาธารณะและชำระหนี้อย่างครบถ้วน ถูกต้อง และตรงเวลามาอย่างต่อเนื่อง,สำนักงานบริหารหนี้สาธารณะ กระทรวงการคลัง,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-06-14 00:00:00,ไทยจะยึดประเทศกัมพูชา หากกัมพูชาไม่ถอนกำลัง กองทัพอากาศชี้แจงข่าวนี้เป็นข้อมูลเท็จ ไม่ส่งต่อ! คลิปที่มีการเผยแพร่ตามภาพข่าว ข้อความพาดหน้าคลิป ที่อ้างว่า หากกัมพูชาไม่ถอย ไทยจะยึดทั้งประเทศนั้น ไม่เป็นความจริง และไม่มีความสัมพันธ์กับบทสัมภาษณ์ในคลิปแต่อย่างใด โดยคลิปดังกล่าวเป็นการให้สัมภาษณ์ของผู้บัญชาการทหารอากาศ ในงานแถลงข่าวการจัดหาเครื่องบินขับไล่โจมตีทดแทน เมื่อวันที่ 4 มิ.ย. 68 ที่ผ่านมา ซึ่งในเนื้อหาการให้สัมภาษณ์ เป็นเรื่องเกี่ยวกับการจัดซื้อเครื่องบินรบ Gripen มาทดแทนเครื่องบินที่ใกล้จะปลดประจำการ และมีนักข่าวสอบถามเรื่องการเตรียมความพร้อมของ ทอ. ในสถานการณ์ชายแดนไทย-กัมพูชา ซึ่งทาง ผบ.ทอ. ได้ให้สัมภาษณ์ในส่วนของ ทอ. ว่ามีความพร้อมตลอดเวลา แต่ไม่ใช่เพื่อโจมตีประเทศเพื่อนบ้าน เป็นการป้องกันประเทศหากมีภัยเกิดขึ้น,กองทัพอากาศ กระทรวงกลาโหม,ข่าวปลอม,ความสงบและความมั่นคง,fake
2568-06-14 00:00:00,อุทยานแห่งชาติดอยสุเทพ-ปุย แจ้งเตือนเฝ้าระวังน้ำป่าไหลหลากในพื้นที่น้ำตกแม่สา เมื่อวันที่ 11 มิ.ย. 2568 เวลา 14:20 น. หัวหน้าอุทยานแห่งชาติดอยสุเทพ-ปุย รายงานว่า เหตุการณ์น้ำป่าไหลหลากครั้งนี้ไม่ก่อให้เกิดความเสียหายต่อชีวิตและทรัพย์สิน โดยไม่มีนักท่องเที่ยวได้รับอันตรายแต่อย่างใด และทรัพย์สินของทางราชการยังไม่พบความเสียหายทางอุทยานฯ จึงขอความร่วมมือจากนักท่องเที่ยวงดเดินทางมาท่องเที่ยวในบริเวณน้ำตกแม่สาจนกว่าสถานการณ์จะกลับสู่ภาวะปกติ เพื่อความปลอดภัยของทุกคน สำหรับนักท่องเที่ยวที่วางแผนจะมาเที่ยว น้ำตกแม่สา แนะนำให้ติดตามข่าวสารการเปิด-ปิดจากทางอุทยานฯ ก่อนเดินทาง หรือสอบถามข้อมูลล่าสุดจากเจ้าหน้าที่ ขณะนี้เจ้าหน้าที่อุทยานฯ กำลังติดตามสถานการณ์อย่างใกล้ชิด และจะแจ้งให้ทราบเมื่อสามารถเปิดให้นักท่องเที่ยวเข้าชมได้อีกครั้ง,กรมอุทยานแห่งชาติ สัตว์ป่า และพันธุ์พืช กระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
2568-06-13 00:00:00,สำนักงานขนส่ง กรุงเทพพื้นที่ 1 บางขุนเทียน เปิดรับทำใบขับขี่ออนไลน์ ผ่านเพจ อริยา ระวังมิจฉาชีพหลอกลวง กรมการขนส่งทางบกแจ้งเตือน การทำใบขับขี่ต้องทำด้วยตนเองที่สำนักงานขนส่งเท่านั้น ไม่มีการเปิดรับทำผ่านช่องทางออนไลน์ใดทั้งสิ้น ดังนั้น หากพบเห็นการโฆษณารับทำใบอนุญาตขับรถ โดยไม่ต้องมีขั้นตอนการอบรมหรือทดสอบ ขอให้สันนิษฐานว่า เป็นมิจฉาชีพ และอย่าหลงเชื่อโอนเงินหรือให้ข้อมูลส่วนบุคคลแก่กลุ่มมิจฉาชีพโดยเด็ดขาด,กรมการขนส่งทางบก กระทรวงคมนาคม ,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-06-13 00:00:00,"ตลาดหลักทรัพย์ฯ เปิดบัญชีไลน์ ศูนย์บริการ SET
 บัญชีแอบอ้าง โปรดใช้วิจารณญาณ ตลาดหลักทรัพย์แห่งประเทศไทยแจ้งเตือนมิจฉาชีพแอบอ้างใช้ชื่อและโลโก้ของตลาดหลักทรัพย์ฯ หลอกเข้าร่วมลงทุน อ้างหากจะถอนเงินต้องชำระภาษีก่อน ซึ่งไม่เป็นความจริงตลาดหลักทรัพย์ฯ ไม่มีบริการให้ลงทุนกับบัญชีไลน์ดังกล่าว และไม่มีการเรียกเก็บเงินค่าภาษีก่อนการถอนเงิน ขอประชาชนระมัดระวัง อย่าโอนเงินไปเด็ดขาด และอย่าให้ข้อมูลส่วนบุคคลกับบัญชีดังกล่าว หากมีข้อสงสัยสามารถสอบถามเพิ่มเติมได้ที่ SET Contact Center 0 2009 9999",ตลาดหลักทรัพย์แห่งประเทศไทย,ข่าวปลอม,การเงิน-หุ้น,fake
2568-06-13 00:00:00,"ธนาคารออมสิน ปล่อยสินเชื่อ ผ่าน TikTok ccoongxikbe ตรวจสอบให้ดีก่อนกู้เงิน จากบัญชี TikTok ccoongxikbe ที่อ้างปล่อยสินเชื่อจากธนาคารออมสิน ทางธนาคารขอชี้แจงว่า ไม่มีส่วนเกี่ยวข้องใด ๆ ทั้งสิ้น และไม่มีนโยบายการปล่อยสินเชื่อผ่านช่องทาง TikTok หรือช่องทางออนไลน์ ขอประชาชนอย่าหลงเชื่อ และอย่าให้ข้อมูลส่วนตัวแก่บัญชีดังกล่าว
",ธนาคารออมสิน กระทรวงการคลัง,ข่าวปลอม,การเงิน-หุ้น,fake
2568-06-13 00:00:00,ลาวผ่อนปรนนำเข้าโค กระบือ และหมูจากไทย กระทรวงเกษตร กสิกรรมและป่าไม้ สาธารณรัฐประชาธิปไตยประชาชนลาว ได้มีหนังสือลงวันที่ 30 พ.ค. 2568 แจ้งเรื่องการผ่อนปรนการนำเข้าและขนส่งสัตว์และผลิตภัณฑ์จากสัตว์ของประเทศไทย หลังสถานการณ์โรคแอนแทรกซ์ในพื้นที่อำเภอดอนตาล จังหวัดมุกดาหาร คลี่คลายลงแล้ว โดยสาระสำคัญของประกาศจากทางการลาว คือ อนุญาตให้นำเข้าโค กระบือ ม้า หมู แกะ และแพะ จากประเทศไทย โดยเฉพาะในแขวงที่มีชายแดนติดต่อกับไทย ซึ่งสัตว์และผลิตภัณฑ์จากสัตว์ที่นำเข้าและนำผ่าน ต้องมาจากพื้นที่ปลอดโรค และสัตว์ต้องได้รับวัคซีนป้องกันโรคแอนแทรกซ์อย่างน้อย 20 วันก่อนวันนำเข้า แต่ยังคงระงับการนำเข้าและนำผ่านสัตว์และผลิตภัณฑ์จากสัตว์ที่มีแหล่งกำเนิดในจังหวัดมุกดาหาร หรือผ่านจังหวัดมุกดาหาร ไปยัง สปป.ลาว ต่ออีก 30 วัน ทั้งนี้ระหว่างระยะเวลา 30 วันนี้ สัตว์ที่จะนำเข้าต้องถูกกักแยกอย่างน้อย 21 วันก่อนนำเข้าฝูง และหากเป็นการขนส่งผ่านไปยังประเทศที่สาม ต้องไม่มีการเปลี่ยนพาหนะหรือหยุดพักใน สปป.ลาว,กรมปศุสัตว์ กระทรวงเกษตรและสหกรณ์,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
2568-06-13 00:00:00,ลงทุนผ่านบัญชีไลน์ ศูนย์บริการTH ปลอดภัย มั่นใจได้ รับรองโดย ก.ล.ต. เช็กก่อนลงทุน ก.ล.ต. ขอเตือน อย่าหลงเชื่อข้อมูลดังกล่าว เนื่องจาก ก.ล.ต. ไม่มีส่วนเกี่ยวข้องใด ๆ ทั้งสิ้นกับบัญชีดังกล่าว และไม่ได้มีการรับรองให้แต่อย่างใด เป็นการแอบอ้างนำโลโก้ของ ก.ล.ต. ไปใช้โดยไม่ได้รับอนุญาต จึงขอประชาชนอย่าหลงเชื่อและอย่าลงทุน เพราะอาจก่อให้เกิดความเสียหายตามมาได้,สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,ข่าวปลอม,การเงิน-หุ้น,fake
2568-06-13 00:00:00,13-16 มิ.ย. 68 พายุดีเปรสชันกระทบไทย ทำมรสุมแรง ฝนตกหนัก ประกาศจากกรมอุตุนิยมวิทยา เรื่อง พายุ “หวู่ติบ” บริเวณทะเลจีนใต้ตอนบน ฉบับที่ 5  เมื่อเวลา 07.00 น. ของวันนี้ (11 มิ.ย. 68) พายุดีเปรสชันบริเวณทะเลจีนใต้ตอนบน ได้ทวีกำลังแรงขึ้นเป็นพายุโซนร้อน “หวู่ติบ” แล้ว และเมื่อเวลา 10.00 น. มีศูนย์กลางห่างออกไปทางทิศตะวันออกเฉียงใต้ของเกาะไหหลำ ประมาณ 380 กิโลเมตร หรือที่ละติจูด 16.5 องศาเหนือ ลองจิจูด 113.2 องศาตะวันออก มีความเร็วลมสูงสุดใกล้ศูนย์กลางประมาณ 65 กิโลเมตรต่อชั่วโมง  พายุนี้กำลังเคลื่อนตัวทางทิศตะวันตกค่อนทางเหนือเล็กน้อย ด้วยความเร็วประมาณ 15 กิโลเมตรต่อชั่วโมง และคาดว่าในช่วงวันที่ 13-16 มิ.ย. 68 จะเคลื่อนผ่านเกาะไหหลำเข้าประเทศจีนตอนใต้ หลังจากนั้นจะอ่อนกำลังลงเป็นพายุดีเปรสชัน และหย่อมความกดอากาศต่ำกำลังแรงตามลำดับ ขอให้ผู้ที่จะเดินทางไปบริเวณดังกล่าวตรวจสอบสภาพอากาศก่อนออกเดินทางในช่วงวันดังกล่าวไว้ด้วย โดยศูนย์กลางของพายุลูกนี้จะไม่เคลื่อนเข้าสู่ประเทศไทย แต่อาจทำให้มรสุมตะวันตกเฉียงใต้ที่พัดปกคลุมประเทศไทยมีกำลังแรงขึ้น ทำให้บริเวณด้านตะวันออกของภาคตะวันออกเฉียงเหนือมีฝนเพิ่มขึ้นและมีฝนตกหนักถึงหนักมากบางแห่ง และคลื่นลมในทะเลอันดามันและอ่าวไทยตอนบนมีกำลังค่อนข้างแรง ,กรมอุตุนิยมวิทยา กระทรวงดิจิทัลเพื่อเศรษฐกิจและสังคม,ข่าวจริง,ภัยพิบัติ,true
2568-12-06 00:00:00,ตม. พร้อมลัดคิวทำวีซ่าพาสปอร์ตจีน เสร็จใน 5 นาที อย่าส่งต่อข่าวปลอม สำนักงานตรวจคนเข้าเมือง ได้ตรวจสอบคลิปดังกล่าวแล้ว จึงขอชี้แจงข้อเท็จจริงเกี่ยวกับประเด็นนี้ว่า ผู้ที่ปรากฏในคลิปวิดีโอ คือ คุณเสี่ยวฝู (มิว) ได้มีการให้ข้อมูลและชี้แจงข้อเท็จจริงกับเจ้าหน้าที่ตำรวจพร้อมลงบันทึกประจำวันเป็นหลักฐานว่า มีผู้นำคลิปของเธอไปตัดต่อและแอบอ้างให้ข้อมูลอันเป็นเท็จ ทำให้เกิดความเข้าใจคลาดเคลื่อนในหมู่ผู้ที่ได้ชมคลิป ซึ่งไม่เป็นความจริงตามที่อ้าง จึงขอประชาชนอย่าหลงเชื่อและงดแชร์คลิปดังกล่าว,สำนักงานตรวจคนเข้าเมือง,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-12-06 00:00:00,ไทยปรับลดระยะเวลาอนุญาตวีซ่าชาวกัมพูชาเหลือ 7 วัน ขณะนี้ ไทยได้ปรับลดระยะเวลาอนุญาตวีซ่าคนกัมพูชาให้อยู่ในราชอาณาจักรได้เพียง 7 วัน ตามมาตรการควบคุมของกองกำลังบูรพา และหน่วยเฉพาะกิจนาวิกโยธินจันทบุรีภายใต้คำสั่งจากกองทัพบก,สำนักงานตรวจคนเข้าเมือง,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
2568-12-06 00:00:00,ผู้แนะนำการลงทุนตราสารซับซ้อนประเภท 1 รับรองโดย ก.ล.ต. เชิญชวนลงทุนหุ้นผ่านไลน์ OHKAJHU.Official คิดให้ดี ก่อนจะเริ่มลงทุนใด ๆ เนื่องจากประเด็นข้างต้น สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์ ได้ชี้แจงแล้วว่า เป็นการแอบอ้างใช้ชื่อและโลโก้ของสํานักงาน ก.ล.ต. โดยไม่ได้รับอนุญาต ซึ่งผู้ที่ได้รับข้อมูลดังกล่าวอาจเข้าใจผิดว่า มีความเกี่ยวข้องกับ ก.ล.ต. และอาจเกิดความเสียหายหากหลงเชื่อเข้าลงทุน ,สำนักงานคณะกรรมการกำกับหลักทรัพย์และตลาดหลักทรัพย์,ข่าวปลอม,การเงิน-หุ้น,fake
2568-12-06 00:00:00,"กรมราชทัณฑ์ เร่งแก้ไขปัญหาสารโลหะหนักในน้ำ เรือนจำกลางดอยฮาง จ.เชียงราย กรมราชทัณฑ์ ได้รับรายงานจากเรือนจำกลางเชียงรายเกี่ยวกับประเด็นดังกล่าวว่า เรือนจำฯ ใช้น้ำอุปโภคบริโภคภายในเรือนจำฯ จากระบบประปาแบบผิวดิน ตามแบบมาตรฐานของกรมทรัพยากรน้ำ และใช้น้ำประปาแบบบาดาล เนื่องจากอยู่นอกเขตบริการของการประปาส่วนภูมิภาคพื้นที่จังหวัดเชียงราย และเรือนจำฯ ได้ตรวจสอบเฝ้าระวังคุณภาพน้ำเป็นประจำทุกปี  ผลการตรวจวิเคราะห์คุณภาพน้ำที่ใช้ในเรือนจำฯ ปรากฏพบสารโลหะหนักโดยรวมอยู่ในเกณฑ์มาตรฐาน สำหรับสารโลหะหนักอื่น เช่น สารตะกั่ว ยังอยู่ในเกณฑ์ค่ามาตรฐานที่กระทรวงสาธารณสุขกำหนดไว้ คือ ไม่เกิน 0.05 มิลลิกรัมต่อลิตร อย่างไรก็ดี เพื่อแก้ไขปัญหานี้ทางเรือนจำฯ ได้เร่งดำเนินการแก้ไข แบ่งออกเป็น 3 ระยะคือ ระยะสั้น ดำเนินการเปลี่ยนไส้กรองเครื่องกรองน้ำของเรือนจำฯ และเพิ่มสารกรองสารตกตะกอน เพื่อปรับปรุงคุณภาพน้ำในทันที รวมทั้งติดตั้งถังน้ำขนาดใหญ่ 500-2,000 ลิตร ในแดนต่าง ๆ ของเรือนจำฯ เพิ่มเติม รวมทั้งประสานไปยังการประปาส่วนภูมิภาคพื้นที่จังหวัดเชียงราย เพื่อขอซื้อน้ำบริโภคนำมาแจกจ่ายให้กับผู้ต้องขังเพื่อใช้บริโภค และใช้ในการประกอบอาหาร นอกจากนี้ ได้ประสานการประปาส่วนภูมิภาคพื้นที่จังหวัดเชียงราย ศูนย์วิทยาศาสตร์การแพทย์เชียงราย สำนักงานสาธารณสุขจังหวัดเชียงราย และโรงพยาบาลเชียงรายประชานุเคราะห์ สนับสนุนผู้เชี่ยวชาญมาให้คำแนะนำเพิ่มเติม และอยู่ระหว่างดำเนินการเพื่อส่งตัวอย่างเลือดของผู้ต้องขังไปตรวจสอบ
ระยะกลาง จะดำเนินการแยกท่อส่งน้ำระบบประปาแบบผิวน้ำ และระบบบ่อบาดาลออกจากกัน โดยใช้น้ำประปาผิวน้ำสำหรับอุปโภค และใช้น้ำบาดาลสำหรับการบริโภคที่สะอาดและปลอดภัยตามมาตรฐาน
ระยะยาว เสนอผู้ว่าราชการจังหวัดเชียงราย เพื่อขออนุมัติในการขยายเขตบริการน้ำประปาจากการประปาส่วนภูมิภาคพื้นที่เชียงรายมายังเรือนจำกลางเชียงราย ซึ่งปัจจุบันบริเวณพื้นที่ตำบลดอยฮางยังมีบ้านเรือนประชาชนจำนวนมากที่ไม่มีน้ำประปาภูมิภาคใช้ ซึ่งหากได้รับการอนุมัติ และดำเนินการ ประชาชนในละแวกดังกล่าวก็จะได้รับประโยชน์ด้านการบริการน้ำที่สะอาดและปลอดภัยด้วย ทั้งนี้ อยู่ระหว่างดำเนินการจัดสรรงบประมาณให้เรือนจำฯ เพื่อจัดหาเครื่องกรองน้ำ ระบบ Reverse osmosis โดยเร็ว พร้อมทั้งกำชับให้เรือนจำฯ ดำเนินการเฝ้าระวังคุณภาพน้ำอย่างใกล้ชิด ตามแนวทางมาตรฐานด้านน้ำปลอดภัยของกรมอนามัย กระทรวงสาธารณสุข รวมทั้งให้มีการเฝ้าระวังอาการป่วย ที่เป็นผลมาจากสารปนเปื้อนโลหะหนัก รวมทั้งเฝ้าระวังสังเกตอาการผู้ต้องขังป่วยที่เป็นผลมาจากสารปนเปื้อนโลหะหนักอย่างต่อเนื่อง อย่างไรก็ตาม กรมราชทัณฑ์ ไม่ได้นิ่งนอนใจต่อสถานการณ์พบสารปนเปื้อนเกินค่ามาตรฐานในแม่น้ำกกที่อาจส่งผลถึงสุขภาพและคุณภาพชีวิตของผู้ต้องขังในเรือนจำ โดยได้สั่งการให้หน่วยงานที่เกี่ยวข้องลงพื้นที่ตรวจสอบ ติดตาม แก้ไขปัญหาอย่างต่อเนื่อง ความเดือดร้อนดังกล่าวจะต้องได้รับการแก้ไขปัญหาอย่างเร่งด่วน และยังคงดำเนินการเฝ้าระวัง เพื่อให้มั่นใจว่า ผู้ต้องขังจะได้รับน้ำอุปโภคบริโภคที่สะอาดและปลอดภัยต่อสุขภาพในการดำเนินชีวิต และทางเรือนจำได้สร้างความเข้าใจโดยแจ้งข้อมูลดังกล่าวแก่ญาติผู้ต้องขัง โดยปัจจุบันพบว่า ยังไม่มีเจ้าหน้าที่หรือผู้ต้องขังคนใด มีอาการป่วยหรือมีความผิดปกติแต่อย่างใด จึงอย่าได้กังวลจากกรณีดังกล่าว",กรมราชทัณฑ์ กระทรวงยุติธรรม,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
2568-12-06 00:00:00,กฟภ. เปิดให้ติดต่อเจ้าหน้าที่ ผ่านไลน์ PEA Service จะติดต่อหน่วยงานผ่านสื่อออนไลน์ ควรตรวจสอบให้ดีเสมอ เนื่องจากการไฟฟ้าส่วนภูมิภาค กระทรวงมหาดไทย ได้ให้ข้อมูลถึงประเด็นข้างต้นว่า ไม่มีนโยบายติดต่อผู้ใช้ไฟฟ้าผ่านทาง Line ID 023476896 ที่ใช้ชื่อ PEA Service เพื่อแจ้งข่าวหรือให้ลงทะเบียนทําธุรกรรมต่าง ๆ แต่อย่างใด ขอให้ผู้ใช้ไฟฟ้าอย่าหลงเชื่อบุคคลหรือผู้แอบอ้างให้แอด Line ID ดังกล่าว หรือรับข่าวสารที่ไม่เป็นความจริง และให้ข้อมูลส่วนบุคคลกับผู้แอบอ้าง ทั้งนี้ การไฟฟ้าส่วนภูมิภาค มี LINE @PEA Thailand ซึ่งเป็น LINE Official Account โดยของแท้ต้องมีโล่สีเขียวเท่านั้น หากประชาชนมีข้อสงสัยสามารถสอบถามผ่าน 1129 PEA Contact Center หรือการไฟฟ้าส่วนภูมิภาคในพื้นที่ ,การไฟฟ้าส่วนภูมิภาค กระทรวงมหาดไทย,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-12-06 00:00:00,เพจเฟซบุ๊ก ธารินันท์ รับทำใบขับขี่ออนไลน์ทุกประเภท ถูกกฎหมาย ทั้งไทยและต่างชาติ เตือนภัย! ระวังเจอมิจฉาชีพหลอกรับทำใบขับขี่ออนไลน์ ซึ่งกรมการขนส่งทางบก กระทรวงคมนาคม ได้เปิดเผยข้อมูลว่า เพจดังกล่าวเป็นเพจปลอมที่ไม่ได้จัดทำโดยกรมการขนส่งทางบก และเพจดังกล่าวมีการแอบอ้างนำสัญลักษณ์ของกรมการขนส่งมาใช้โพสต์โฆษณาเชิญชวนให้ทำใบขับขี่ ทั้งนี้ การขอรับใบอนุญาตขับรถทุกชนิดมีมาตรฐานเดียวกันทั่วประเทศ คือ ผู้ขอรับใบอนุญาตขับรถต้องดำเนินการด้วยตนเองทุกขั้นตอนที่สำนักงานขนส่ง ตั้งแต่การตรวจสอบเอกสาร การทดสอบสมรรถภาพของร่างกาย การอบรม การทดสอบข้อเขียน การทดสอบขับรถ และการถ่ายรูปเพื่อออกใบอนุญาตขับรถ,กรมการขนส่งทางบก กระทรวงคมนาคม ,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-11-06 00:00:00,บขส. แจ้งหยุดเดินรถเส้นทางกรุงเทพฯ-เสียมราฐ และกรุงเทพฯ-พนมเปญ ที่ไปกัมพูชาชั่วคราว บริษัท ขนส่ง จำกัด (บขส.) ขอหยุดการเดินรถเส้นทางระหว่างประเทศไทย-กัมพูชา จำนวน 2 เส้นทาง คือ เส้นทางที่ 12 กรุงเทพฯ-เสียมราฐ และ เส้นทางที่ 13 กรุงเทพฯ-พนมเปญ เป็นการชั่วคราว ตั้งแต่วันที่ 9 มิถุนายน 2568 เป็นต้นไป เนื่องจากมีการห้ามรถโดยสารข้ามจุดผ่านแดนฯ ระหว่างประเทศไทย และกัมพูชา ชั่วคราว ทั้งนี้ บขส. ขออภัยในความไม่สะดวก และหากมีความคืบหน้าจะแจ้งให้ทราบต่อไป ,บริษัท ขนส่ง จำกัด กระทรวงคมนาคม,ข่าวจริง,นโยบายรัฐบาล-ข่าวสาร,true
2568-11-06 00:00:00,"ปปง. เปิดบริการบัญชีไลน์ใหม่ชื่อ AMLO Inside ก่อนจะแอดไลน์ใด ๆ คุณได้ตรวจสอบแล้วหรือยังว่า ไลน์ที่ได้มาคือไลน์จริง? สำนักงานป้องกันและปราบปรามการฟอกเงิน เปิดเผยถึงเรื่องข้างต้นว่า ไลน์ดังกล่าวเป็นบัญชีไลน์ปลอม ชื่อ AMLO Inside โดยในรายละเอียดของแอปพลิเคชันดังกล่าวระบุว่า มีเพื่อน 316 คน ติดต่อออนไลน์ได้ตลอด 24 ชม. ซึ่งมีการนำตราสัญลักษณ์ที่คล้ายกับของสำนักงาน ปปง. ไปใช้เป็นภาพโปรไฟล์ ก่อนจะแอดไลน์ใด ๆ คุณได้ตรวจสอบแล้วหรือยังว่า ไลน์ที่ได้มาคือไลน์จริง? สำนักงานป้องกันและปราบปรามการฟอกเงิน เปิดเผยถึงเรื่องข้างต้นว่า ไลน์ดังกล่าวเป็นบัญชีไลน์ปลอม ชื่อ AMLO Inside โดยในรายละเอียดของแอปพลิเคชันดังกล่าวระบุว่า มีเพื่อน 316 คน ติดต่อออนไลน์ได้ตลอด 24 ชม. ซึ่งมีการนำตราสัญลักษณ์ที่คล้ายกับของสำนักงาน ปปง. ไปใช้เป็นภาพโปรไฟล์

ทั้งนี้ สำนักงาน ปปง. มีบัญชีไลน์ทางการเพียงช่องทางเดียวเท่านั้น ชื่อ Inside AMLO ใช้แอคเคาท์ ชื่อ @insideamlo เพื่อใช้ในการประชาสัมพันธ์ข้อมูลข่าวสารของสำนักงาน ปปง.",สำนักงานป้องกันและปราบปรามการฟอกเงิน,ข่าวปลอม,นโยบายรัฐบาล-ข่าวสาร,fake
2568-11-06 00:00:00,ป.ป.ท. เปิดเพจเฟซบุ๊ก Protection of victims ASEAN ปราบปรามอาชญากรรม เพจปลอมมีเกลื่อน ก่อนจะกดติดตามต้องระวัง ซึ่งสำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ (ป.ป.ท.) ได้เปิดเผยว่า เฟซบุ๊ก Protection of victims ASEAN ดังกล่าว แอบอ้างใช้ภาพตราสัญลักษณ์ของสำนักงาน ป.ป.ท. ขึ้นเป็นภาพโปรไฟล์ เพื่อเพิ่มความน่าเชื่อถือ และแอบอ้างว่าเป็นตำรวจสอบสวนกลาง (CIB) ทั้งนี้ เพจเฟซบุ๊กดังกล่าวนั้นไม่ได้อยู่ในความดูแลรับผิดชอบของเครือข่ายและหน่วยงานในสังกัดสำนักงาน ป.ป.ท. แต่อย่างใด อีกทั้ง สำนักงาน ป.ป.ท. ไม่ได้เป็นหน่วยงานในสังกัดของกองบัญชาการตำรวจสอบสวนกลาง (CIB),สำนักงานคณะกรรมการป้องกันและปราบปรามการทุจริตในภาครัฐ (ป.ป.ท.),ข่าวปลอม,การเงิน-หุ้น,fake
